location_id,location_name,protest_count,topic_protest,internal_point_latitude,internal_point_longitude,perc_topic,pop,topic_per_10k,id
11700,"Asheville, NC",76,5,35.53222368421053,-82.56243421052632,0.06578947368421052,455255,0.10982855762155275,1
16620,"Charleston, WV",57,5,38.33705263157895,-81.63950877192983,0.08771929824561403,214398,0.2332111307008461,4
30460,"Lexington-Fayette, KY",60,4,38.03823333333333,-84.50633333333333,0.06666666666666667,512732,0.07801346512408042,11
31140,"Louisville/Jefferson County, KY-IN",120,9,38.25403333333333,-85.73740833333333,0.075,1292809,0.06961585199360462,13
19380,"Dayton, OH",75,8,39.767466666666664,-84.1462,0.10666666666666667,803713,0.09953801916853404,6
23060,"Fort Wayne, IN",37,6,41.07735135135135,-85.13191891891891,0.16216216216216217,434001,0.13824852938126872,8
28020,"Kalamazoo-Portage, MI",44,4,42.2805,-85.58863636363637,0.09090909090909091,338347,0.1182218255223188,10
47940,"Waterloo-Cedar Falls, IA",22,5,42.51231818181818,-92.38909090909091,0.22727272727272727,169553,0.2948930422935601,19
45820,"Topeka, KS",45,5,39.04802222222222,-95.68395555555556,0.1111111111111111,233153,0.21445145462421672,18
44180,"Springfield, MO",49,5,37.21048979591837,-93.29422448979592,0.10204081632653061,462300,0.1081548777849881,17
30780,"Little Rock-North Little Rock-Conway, AR",39,5,34.7548717948718,-92.29358974358975,0.1282051282051282,737991,0.06775150374462562,12
22020,"Fargo, ND-MN",44,4,46.873295454545456,-96.79479545454546,0.09090909090909091,241619,0.1655498946688795,7
41620,"Salt Lake City, UT",147,12,40.74924489795919,-111.89808843537415,0.08163265306122448,1205238,0.09956539704191206,15
14260,"Boise City, ID",67,6,43.61892537313433,-116.26655223880597,0.08955223880597014,710080,0.08449752140603875,3
25420,"Harrisburg-Carlisle, PA",99,7,40.25328282828283,-76.91733333333333,0.0707070707070707,571101,0.12257026340349605,9
42540,"Scranton--Wilkes-Barre--Hazleton, PA",51,6,41.30421568627451,-75.80511764705882,0.11764705882352941,555645,0.10798261479901736,16
31700,"Manchester-Nashua, NH",36,4,42.92063888888889,-71.62425,0.1111111111111111,413157,0.09681549628833591,14
18180,"Concord, NH",50,5,43.203939999999996,-71.53966,0.1,150169,0.33295820042751834,5
12300,"Augusta-Waterville, ME",58,5,44.37767241379311,-69.74129310344827,0.08620689655172414,121929,0.4100747156131847,2
