location_id,location_name,protest_count,topic_protest,internal_point_latitude,internal_point_longitude,perc_topic,pop,topic_per_10k
10420,"Akron, OH",32,2,41.12190625,-81.49028125,0.0625,704367,0.028394288772756248
10580,"Albany-Schenectady-Troy, NY",145,13,42.72449655172414,-73.80160689655172,0.0896551724137931,882130,0.14737056896375816
10740,"Albuquerque, NM",95,4,35.09246315789474,-106.62495789473684,0.042105263157894736,912897,0.04381655323656448
10900,"Allentown-Bethlehem-Easton, PA-NJ",65,3,40.650984615384615,-75.38478461538462,0.046153846153846156,838081,0.03579606267174653
10940,"Alma, MI",3,1,43.379,-84.66333333333333,0.3333333333333333,41011,0.24383701933627563
11180,"Ames, IA",13,1,42.021153846153844,-93.60815384615385,0.07692307692307693,97260,0.10281719103434094
11260,"Anchorage, AK",64,1,61.2748125,-149.810375,0.015625,400647,0.024959627802030215
11460,"Ann Arbor, MI",90,3,42.271588888888886,-83.7244,0.03333333333333333,369208,0.08125501072566141
11540,"Appleton, WI",17,2,44.268764705882354,-88.43317647058824,0.11764705882352941,236058,0.0847249404807293
11700,"Asheville, NC",76,2,35.53222368421053,-82.56243421052632,0.02631578947368421,455255,0.043931423048621104
11900,"Athens, OH",28,1,39.343714285714285,-82.10657142857143,0.03571428571428571,66664,0.1500060002400096
12020,"Athens-Clarke County, GA",43,3,33.94927906976744,-83.36274418604651,0.06976744186046512,208997,0.14354273027842504
12060,"Atlanta-Sandy Springs-Roswell, GA",174,20,33.794454022988504,-84.40397701149425,0.11494252873563218,5874249,0.03404690540016264
12100,"Atlantic City-Hammonton, NJ",21,1,39.4022380952381,-74.53114285714285,0.047619047619047616,266328,0.03754768556066204
12125,Union County,1,1,30.023,-82.34,1,15469,0.6464541987200206
12420,"Austin-Round Rock, TX",230,6,30.261165217391305,-97.74724347826087,0.02608695652173913,2115230,0.0283657096391409
12540,"Bakersfield, CA",52,3,35.41340384615384,-118.91959615384616,0.057692307692307696,888988,0.03374623729454166
12580,"Baltimore-Columbia-Towson, MD",159,9,39.22767924528302,-76.58943396226415,0.05660377358490566,2798587,0.032159085995897216
12940,"Baton Rouge, LA",29,3,30.445862068965518,-91.15379310344828,0.10344827586206896,831182,0.0360931781487087
13420,"Bemidji, MN",18,3,47.49633333333333,-94.8895,0.16666666666666666,46484,0.6453833577144824
13780,"Binghamton, NY",8,1,42.098625,-75.94662500000001,0.125,241609,0.041389186661092925
13820,"Birmingham-Hoover, AL",29,8,33.48744827586207,-86.80348275862069,0.27586206896551724,1149685,0.06958427743251412
13900,"Bismarck, ND",13,1,46.80838461538462,-100.78369230769232,0.07692307692307693,132418,0.07551843404975155
14020,"Bloomington, IN",39,2,39.16825641025641,-86.52864102564102,0.05128205128205128,167513,0.11939371869645939
14460,"Boston-Cambridge-Newton, MA-NH",443,14,42.41779232505643,-71.06360045146727,0.03160270880361174,4844597,0.02889817254149313
14500,"Boulder, CO",75,1,40.03181333333333,-105.23398666666667,0.013333333333333334,324073,0.030857245126869562
14740,"Bremerton-Silverdale, WA",28,1,47.659214285714285,-122.58921428571429,0.03571428571428571,266550,0.03751641343087601
14860,"Bridgeport-Stamford-Norwalk, CT",127,5,41.162488188976376,-73.40778740157481,0.03937007874015748,943457,0.05299658595993246
15180,"Brownsville-Harlingen, TX",21,1,25.95490476190476,-97.53185714285715,0.047619047619047616,423181,0.023630550520935486
15260,"Brunswick, GA",4,1,31.1495,-81.49074999999999,0.25,117728,0.08494156020657787
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",98,7,42.909806122448984,-78.84855102040817,0.07142857142857142,1129660,0.061965547155781384
15540,"Burlington-South Burlington, VT",73,3,44.48183561643835,-73.196,0.0410958904109589,218881,0.1370607773173551
16060,"Carbondale-Marion, IL",13,1,37.72692307692307,-89.20330769230769,0.07692307692307693,125065,0.07995842162075721
16620,"Charleston, WV",57,1,38.33705263157895,-81.63950877192983,0.017543859649122806,214398,0.04664222614016921
16700,"Charleston-North Charleston, SC",66,3,32.83789393939394,-79.95877272727273,0.045454545454545456,775089,0.03870523256038984
16740,"Charlotte-Concord-Gastonia, NC-SC",96,8,35.21688541666666,-80.85427083333333,0.08333333333333333,2524863,0.03168488745726006
16820,"Charlottesville, VA",68,1,38.02251470588236,-78.48704411764706,0.014705882352941176,233586,0.04281078489293022
16980,"Chicago-Naperville-Elgin, IL-IN-WI",420,32,41.91376904761905,-87.83079761904762,0.0761904761904762,9520784,0.03361067744000914
17060,"Chillicothe, OH",10,1,39.3242,-83.0191,0.1,77320,0.12933264355923435
17140,"Cincinnati, OH-KY-IN",75,12,39.17776,-84.51114666666666,0.16,2179858,0.05504945734997417
17200,"Claremont-Lebanon, NH-VT",34,1,43.632323529411764,-72.30605882352941,0.029411764705882353,217272,0.04602525866195368
17460,"Cleveland-Elyria, OH",105,9,41.48820952380952,-81.70949523809524,0.08571428571428572,2058549,0.04372011547939835
17820,"Colorado Springs, CO",74,8,38.84583783783784,-104.83167567567567,0.10810810810810811,725438,0.11027820433999873
17900,"Columbia, SC",54,1,34.00855555555555,-81.04062962962963,0.018518518518518517,825110,0.012119596175055447
18140,"Columbus, OH",99,5,39.986363636363635,-82.988929292929285,0.050505050505050504,2082475,0.02400989207553512
18180,"Concord, NH",50,2,43.203939999999996,-71.53966,0.04,150169,0.13318328017100733
18580,"Corpus Christi, TX",26,1,27.797692307692305,-97.37069230769231,0.038461538461538464,453684,0.022041773569268477
18820,"Crawfordsville, IN",3,3,40.041666666666664,-86.892,1,38397,0.7813110399249942
