location_id,location_name,protest_count,topic_protest,internal_point_latitude,internal_point_longitude,perc_topic,pop,topic_per_10k,id
27260,"Jacksonville, FL",117,12,30.25409401709402,-81.59108547008547,0.10256410256410256,1504841,0.07974264390723006,7
13820,"Birmingham-Hoover, AL",29,8,33.48744827586207,-86.80348275862069,0.27586206896551724,1149685,0.06958427743251412,2
35380,"New Orleans-Metairie, LA",78,8,29.986397435897437,-90.09453846153846,0.10256410256410256,1270465,0.06296907037974285,11
46140,"Tulsa, OK",55,6,36.12283636363637,-95.96454545454546,0.10909090909090909,991610,0.06050765926120148,21
36420,"Oklahoma City, OK",93,8,35.42937634408602,-97.50632258064516,0.08602150537634409,1383249,0.05783485113670785,12
41180,"St. Louis, MO-IL",194,47,38.64118556701031,-90.22667525773196,0.2422680412371134,2805850,0.1675071725145678,17
43780,"South Bend-Mishawaka, IN-MI",38,7,41.67784210526316,-86.23321052631579,0.18421052631578946,321447,0.21776529256767058,19
31540,"Madison, WI",109,9,43.07270642201835,-89.40021100917431,0.08256880733944955,654577,0.13749337358324534,8
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",285,43,44.96612280701754,-93.20209122807017,0.15087719298245614,3592669,0.1196881761164193,9
17140,"Cincinnati, OH-KY-IN",75,12,39.17776,-84.51114666666666,0.16,2179858,0.05504945734997417,4
17460,"Cleveland-Elyria, OH",105,9,41.48820952380952,-81.70949523809524,0.08571428571428572,2058549,0.04372011547939835,5
38300,"Pittsburgh, PA",181,23,40.41624309392265,-79.93314364640884,0.1270718232044199,2330283,0.09870045827051907,15
15380,"Buffalo-Cheektowaga-Niagara Falls, NY",98,7,42.909806122448984,-78.84855102040817,0.07142857142857142,1129660,0.061965547155781384,3
10580,"Albany-Schenectady-Troy, NY",145,13,42.72449655172414,-73.80160689655172,0.0896551724137931,882130,0.14737056896375816,1
35300,"New Haven-Milford, CT",113,8,41.342230088495576,-72.90945132743363,0.07079646017699115,857794,0.09326248493227979,10
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",408,41,39.95353921568628,-75.28212009803921,0.10049019607843138,6078451,0.06745139510049518,13
17820,"Colorado Springs, CO",74,8,38.84583783783784,-104.83167567567567,0.10810810810810811,725438,0.11027820433999873,6
38060,"Phoenix-Mesa-Scottsdale, AZ",196,21,33.43311734693878,-112.02755102040817,0.10714285714285714,4761694,0.044101951952393414,14
40900,"Sacramento--Roseville--Arden-Arcade, CA",170,37,38.60834705882353,-121.44635294117647,0.21764705882352942,2320381,0.15945657200261507,16
41860,"San Francisco-Oakland-Hayward, CA",495,37,37.79507070707071,-122.32105858585858,0.07474747474747474,4710693,0.0785447066917755,18
44060,"Spokane-Spokane Valley, WA",76,8,47.66132894736842,-117.40469736842105,0.10526315789473684,563958,0.14185453526681063,20
