place_1_id,place_2_id,count,place_1_name,place_1_long,place_1_lat,place_2_name,place_2_long,place_2_lat,topic
41940,41740,13,"San Jose-Sunnyvale-Santa Clara, CA",-121.98383974358974,37.352634615384616,"San Diego-Carlsbad, CA",-117.14565870307167,32.79875767918089,immigration
42200,38900,10,"Santa Maria-Santa Barbara, CA",-119.97866153846154,34.575723076923076,"Portland-Vancouver-Hillsboro, OR-WA",-122.70125886524823,45.5188475177305,immigration
46060,41740,10,"Tucson, AZ",-110.98072463768116,32.21471014492754,"San Diego-Carlsbad, CA",-117.14565870307167,32.79875767918089,immigration
10580,37980,5,"Albany-Schenectady-Troy, NY",-73.80160689655172,42.72449655172414,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",-75.28212009803921,39.95353921568628,police
17140,33460,6,"Cincinnati, OH-KY-IN",-84.51114666666666,39.17776,"Minneapolis-St. Paul-Bloomington, MN-WI",-93.20209122807017,44.96612280701754,police
27260,33460,5,"Jacksonville, FL",-81.59108547008547,30.25409401709402,"Minneapolis-St. Paul-Bloomington, MN-WI",-93.20209122807017,44.96612280701754,police
33460,37980,14,"Minneapolis-St. Paul-Bloomington, MN-WI",-93.20209122807017,44.96612280701754,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",-75.28212009803921,39.95353921568628,police
37980,33460,14,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",-75.28212009803921,39.95353921568628,"Minneapolis-St. Paul-Bloomington, MN-WI",-93.20209122807017,44.96612280701754,police
38060,41860,7,"Phoenix-Mesa-Scottsdale, AZ",-112.02755102040817,33.43311734693878,"San Francisco-Oakland-Hayward, CA",-122.32105858585858,37.79507070707071,police
38300,37980,7,"Pittsburgh, PA",-79.93314364640884,40.41624309392265,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",-75.28212009803921,39.95353921568628,police
40900,33460,6,"Sacramento--Roseville--Arden-Arcade, CA",-121.44635294117647,38.60834705882353,"Minneapolis-St. Paul-Bloomington, MN-WI",-93.20209122807017,44.96612280701754,police
41180,37980,10,"St. Louis, MO-IL",-90.22667525773196,38.64118556701031,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",-75.28212009803921,39.95353921568628,police
41860,37980,8,"San Francisco-Oakland-Hayward, CA",-122.32105858585858,37.79507070707071,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",-75.28212009803921,39.95353921568628,police
11460,41860,8,"Ann Arbor, MI",-83.7244,42.271588888888886,"San Francisco-Oakland-Hayward, CA",-122.32105858585858,37.79507070707071,race_confed
15540,41860,5,"Burlington-South Burlington, VT",-73.196,44.48183561643835,"San Francisco-Oakland-Hayward, CA",-122.32105858585858,37.79507070707071,race_confed
16820,37980,10,"Charlottesville, VA",-78.48704411764706,38.02251470588236,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",-75.28212009803921,39.95353921568628,race_confed
20500,40060,11,"Durham-Chapel Hill, NC",-79.00976984126984,35.94275396825397,"Richmond, VA",-77.44654471544716,37.541739837398374,race_confed
20500,33460,11,"Durham-Chapel Hill, NC",-79.00976984126984,35.94275396825397,"Minneapolis-St. Paul-Bloomington, MN-WI",-93.20209122807017,44.96612280701754,race_confed
21660,38900,5,"Eugene, OR",-123.15021348314608,44.03806741573034,"Portland-Vancouver-Hillsboro, OR-WA",-122.70125886524823,45.5188475177305,race_confed
25540,20500,6,"Hartford-West Hartford-East Hartford, CT",-72.65706722689076,41.73755462184874,"Durham-Chapel Hill, NC",-79.00976984126984,35.94275396825397,race_confed
27260,37980,12,"Jacksonville, FL",-81.59108547008547,30.25409401709402,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",-75.28212009803921,39.95353921568628,race_confed
32820,40900,6,"Memphis, TN-MS-AR",-90.04929761904762,35.12564285714286,"Sacramento--Roseville--Arden-Arcade, CA",-121.44635294117647,38.60834705882353,race_confed
33460,37980,14,"Minneapolis-St. Paul-Bloomington, MN-WI",-93.20209122807017,44.96612280701754,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",-75.28212009803921,39.95353921568628,race_confed
33460,20500,11,"Minneapolis-St. Paul-Bloomington, MN-WI",-93.20209122807017,44.96612280701754,"Durham-Chapel Hill, NC",-79.00976984126984,35.94275396825397,race_confed
34980,27260,7,"Nashville-Davidson--Murfreesboro--Franklin, TN",-86.77161940298507,36.098425373134326,"Jacksonville, FL",-81.59108547008547,30.25409401709402,race_confed
35300,16820,6,"New Haven-Milford, CT",-72.90945132743363,41.342230088495576,"Charlottesville, VA",-78.48704411764706,38.02251470588236,race_confed
35380,33460,5,"New Orleans-Metairie, LA",-90.09453846153846,29.986397435897437,"Minneapolis-St. Paul-Bloomington, MN-WI",-93.20209122807017,44.96612280701754,race_confed
37980,33460,14,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",-75.28212009803921,39.95353921568628,"Minneapolis-St. Paul-Bloomington, MN-WI",-93.20209122807017,44.96612280701754,race_confed
37980,27260,12,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",-75.28212009803921,39.95353921568628,"Jacksonville, FL",-81.59108547008547,30.25409401709402,race_confed
37980,41860,13,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",-75.28212009803921,39.95353921568628,"San Francisco-Oakland-Hayward, CA",-122.32105858585858,37.79507070707071,race_confed
38300,37980,8,"Pittsburgh, PA",-79.93314364640884,40.41624309392265,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",-75.28212009803921,39.95353921568628,race_confed
38900,33460,10,"Portland-Vancouver-Hillsboro, OR-WA",-122.70125886524823,45.5188475177305,"Minneapolis-St. Paul-Bloomington, MN-WI",-93.20209122807017,44.96612280701754,race_confed
40060,20500,11,"Richmond, VA",-77.44654471544716,37.541739837398374,"Durham-Chapel Hill, NC",-79.00976984126984,35.94275396825397,race_confed
40900,41860,10,"Sacramento--Roseville--Arden-Arcade, CA",-121.44635294117647,38.60834705882353,"San Francisco-Oakland-Hayward, CA",-122.32105858585858,37.79507070707071,race_confed
41180,41860,10,"St. Louis, MO-IL",-90.22667525773196,38.64118556701031,"San Francisco-Oakland-Hayward, CA",-122.32105858585858,37.79507070707071,race_confed
41860,37980,13,"San Francisco-Oakland-Hayward, CA",-122.32105858585858,37.79507070707071,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",-75.28212009803921,39.95353921568628,race_confed
11260,47900,3,"Anchorage, AK",-149.810375,61.2748125,"Washington-Arlington-Alexandria, DC-VA-MD-WV",-77.09836875,38.91626041666667,supreme_court
12620,38860,2,"Bangor, ME",-68.76296153846154,44.81384615384616,"Portland-South Portland, ME",-70.28717777777777,43.63619259259259,supreme_court
15540,38860,2,"Burlington-South Burlington, VT",-73.196,44.48183561643835,"Portland-South Portland, ME",-70.28717777777777,43.63619259259259,supreme_court
38860,47900,3,"Portland-South Portland, ME",-70.28717777777777,43.63619259259259,"Washington-Arlington-Alexandria, DC-VA-MD-WV",-77.09836875,38.91626041666667,supreme_court
41620,47900,3,"Salt Lake City, UT",-111.89808843537415,40.74924489795919,"Washington-Arlington-Alexandria, DC-VA-MD-WV",-77.09836875,38.91626041666667,supreme_court
47900,38860,3,"Washington-Arlington-Alexandria, DC-VA-MD-WV",-77.09836875,38.91626041666667,"Portland-South Portland, ME",-70.28717777777777,43.63619259259259,supreme_court
47900,11260,3,"Washington-Arlington-Alexandria, DC-VA-MD-WV",-77.09836875,38.91626041666667,"Anchorage, AK",-149.810375,61.2748125,supreme_court
47900,41620,3,"Washington-Arlington-Alexandria, DC-VA-MD-WV",-77.09836875,38.91626041666667,"Salt Lake City, UT",-111.89808843537415,40.74924489795919,supreme_court
49020,47900,1,"Winchester, VA-WV",-78.16475,39.163125,"Washington-Arlington-Alexandria, DC-VA-MD-WV",-77.09836875,38.91626041666667,supreme_court
11260,11460,5,"Anchorage, AK",-149.810375,61.2748125,"Ann Arbor, MI",-83.7244,42.271588888888886,women
11460,21660,7,"Ann Arbor, MI",-83.7244,42.271588888888886,"Eugene, OR",-123.15021348314608,44.03806741573034,women
12740,11460,5,"Barre, VT",-72.57854411764706,44.25670588235294,"Ann Arbor, MI",-83.7244,42.271588888888886,women
21660,11460,7,"Eugene, OR",-123.15021348314608,44.03806741573034,"Ann Arbor, MI",-83.7244,42.271588888888886,women
29620,42200,5,"Lansing-East Lansing, MI",-84.53876623376624,42.729610389610386,"Santa Maria-Santa Barbara, CA",-119.97866153846154,34.575723076923076,women
30700,12740,5,"Lincoln, NE",-96.68761016949152,40.82208474576271,"Barre, VT",-72.57854411764706,44.25670588235294,women
36500,42200,4,"Olympia-Tumwater, WA",-122.89492063492064,47.03798412698413,"Santa Maria-Santa Barbara, CA",-119.97866153846154,34.575723076923076,women
42200,29620,5,"Santa Maria-Santa Barbara, CA",-119.97866153846154,34.575723076923076,"Lansing-East Lansing, MI",-84.53876623376624,42.729610389610386,women
44100,36500,4,"Springfield, IL",-89.64756097560976,39.78621951219512,"Olympia-Tumwater, WA",-122.89492063492064,47.03798412698413,women
44180,30700,4,"Springfield, MO",-93.29422448979592,37.21048979591837,"Lincoln, NE",-96.68761016949152,40.82208474576271,women
