location_id,location_name,protest_count,topic_protest,internal_point_latitude,internal_point_longitude,perc_topic,pop,topic_per_10k,id
12060,"Atlanta-Sandy Springs-Roswell, GA",167,9,33.793766115568864,-84.44034074610778,0.05389221556886228,5874249,0.015321107430073188,3
28940,"Knoxville, TN",53,5,35.976417826415094,-83.94430556981132,0.09433962264150944,875797,0.05709085552930645,10
16740,"Charlotte-Concord-Gastonia, NC-SC",94,6,35.23345546170213,-80.87490713723405,0.06382978723404255,2524863,0.023763665592945044,6
20500,"Durham-Chapel Hill, NC",110,4,36.04648924181818,-79.01346694909091,0.03636363636363636,566491,0.07061012443269178,7
12580,"Baltimore-Columbia-Towson, MD",155,7,39.23732073806452,-76.59879980645161,0.04516129032258064,2798587,0.025012622441253386,4
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",387,14,39.96862823074935,-75.27554377183462,0.03617571059431524,6078451,0.02303218369285201,13
25540,"Hartford-West Hartford-East Hartford, CT",115,7,41.76659693043479,-72.68871232347827,0.06086956521739131,1206719,0.05800853388402768,8
44140,"Springfield, MA",122,4,42.25282312295082,-72.65173956721311,0.03278688524590164,629506,0.0635418884013814,18
10580,"Albany-Schenectady-Troy, NY",139,5,42.685700010791365,-73.95248113165468,0.03597122302158273,882130,0.05668098806298391,1
11460,"Ann Arbor, MI",83,4,42.2523272,-83.8446336,0.04819277108433735,369208,0.10834001430088189,2
43780,"South Bend-Mishawaka, IN-MI",37,4,41.6176989,-86.2881592,0.10810810810810811,321447,0.12443731003866888,17
26900,"Indianapolis-Carmel-Anderson, IN",111,5,39.80781107837838,-86.11755938378379,0.04504504504504504,2026723,0.024670366892762356,9
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",265,13,45.00210212226415,-93.30116941622641,0.04905660377358491,3592669,0.03618479743054537,11
14500,"Boulder, CO",73,4,40.0949699,-105.3976911,0.0547945205479452,324073,0.12342898050747825,5
46060,"Tucson, AZ",65,4,32.1285226,-111.7830267,0.06153846153846154,1027502,0.03892936461437545,19
41940,"San Jose-Sunnyvale-Santa Clara, CA",149,9,37.20849401073826,-121.67843462013423,0.06040268456375839,1993582,0.04514486988746889,15
41860,"San Francisco-Oakland-Hayward, CA",453,18,37.70787360794702,-122.45526016401766,0.039735099337748346,4710693,0.03821093839059349,14
42660,"Seattle-Tacoma-Bellevue, WA",251,10,47.47549453625498,-121.8930187498008,0.0398406374501992,3884469,0.025743544355740774,16
35380,"New Orleans-Metairie, LA",75,4,30.042653725333334,-89.96424079066668,0.05333333333333334,1270465,0.031484535189871425,12
