topic,count,perc_of_state_protest,state,percentile,high_low
supreme_court,9,0.0123,MA,0.5,middle
supreme_court,8,0.0132,OR,0.5952380952380952,middle
supreme_court,6,0.0066,TX,0.19047619047619047,middle
supreme_court,5,0.0171,IA,0.6666666666666666,middle
supreme_court,13,0.022,NC,0.7857142857142857,middle
supreme_court,11,0.0326,AZ,0.8809523809523809,middle
supreme_court,4,0.0052,MI,0.09523809523809523,low
supreme_court,3,0.0195,NE,0.7142857142857143,middle
supreme_court,2,0.0084,NM,0.2857142857142857,middle
supreme_court,1,0.0061,LA,0.16666666666666666,middle
supreme_court,2,0.0101,MT,0.38095238095238093,middle
supreme_court,11,0.037,ME,0.9285714285714286,high
supreme_court,4,0.0225,NV,0.8095238095238095,middle
supreme_court,3,0.0201,AL,0.7380952380952381,middle
supreme_court,1,0.0028,KY,0.023809523809523808,low
supreme_court,3,0.0054,NJ,0.11904761904761904,middle
supreme_court,3,0.0238,ID,0.8333333333333334,middle
supreme_court,2,0.0126,NH,0.5476190476190477,middle
supreme_court,8,0.041,AK,0.9523809523809523,high
supreme_court,3,0.0345,MS,0.9047619047619048,high
supreme_court,4,0.0208,WV,0.7619047619047619,middle
supreme_court,3,0.0126,SC,0.5476190476190477,middle
supreme_court,1,0.013,WY,0.5714285714285714,middle
