location_id,location_name,protest_count,topic_protest,internal_point_latitude,internal_point_longitude,perc_topic,pop,topic_per_10k,id
19660,"Deltona-Daytona Beach-Ormond Beach, FL",31,7,29.084681458064516,-81.16982512258065,0.22580645161290322,648117,0.10800519042086537,4
17900,"Columbia, SC",51,6,34.01571225882353,-80.93478159019608,0.11764705882352941,825110,0.07271757705033269,3
39580,"Raleigh, NC",93,11,35.78687386021505,-78.64757762150536,0.11827956989247312,1334342,0.08243763592842016,13
16620,"Charleston, WV",55,16,38.31696738,-81.53042554181818,0.2909090909090909,214398,0.7462756182427074,2
26580,"Huntington-Ashland, WV-KY-OH",26,7,38.427993057692305,-82.28239525384615,0.2692307692307692,355582,0.19686035851083575,7
23180,"Frankfort, KY",61,26,38.21610566393442,-84.87842816885245,0.4262295081967213,73022,3.560570786886144,6
31540,"Madison, WI",101,12,43.0674684,-89.4178523,0.1188118811881188,654577,0.18332449811099383,9
46140,"Tulsa, OK",52,10,36.11816486730769,-95.93546391923077,0.19230769230769232,991610,0.10084609876866912,19
36420,"Oklahoma City, OK",88,16,35.49116810795454,-97.40018985909091,0.18181818181818182,1383249,0.1156697022734157,10
39380,"Pueblo, CO",19,5,38.1706581,-104.4898924,0.2631578947368421,166426,0.30043382644538713,12
42140,"Santa Fe, NM",39,5,35.5143241,-105.9657706,0.1282051282051282,149617,0.3341866231778474,14
38060,"Phoenix-Mesa-Scottsdale, AZ",189,36,33.33295342539682,-112.45968759206349,0.19047619047619047,4761694,0.075603346204103,11
46060,"Tucson, AZ",65,9,32.1285226,-111.7830267,0.13846153846153847,1027502,0.08759107038234476,18
27140,"Jackson, MS",30,5,32.30442398666667,-90.40549961666667,0.16666666666666666,581552,0.08597683440173878,8
42540,"Scranton--Wilkes-Barre--Hazleton, PA",45,5,41.27572774666667,-75.84649676888888,0.1111111111111111,555645,0.08998551233251446,15
45940,"Trenton, NJ",40,5,40.2825026,-74.703724,0.125,368602,0.13564766333335143,17
10580,"Albany-Schenectady-Troy, NY",139,14,42.685700010791365,-73.95248113165468,0.10071942446043165,882130,0.15870676657635496,1
44140,"Springfield, MA",122,13,42.25282312295082,-72.65173956721311,0.10655737704918032,629506,0.20651113730448953,16
21820,"Fairbanks, AK",30,6,64.6923172,-146.6017326,0.2,99725,0.6016545500125344,5
