location_id,location_name,protest_count,topic_protest,internal_point_latitude,internal_point_longitude,perc_topic,pop,topic_per_10k
10580,"Albany-Schenectady-Troy, NY",145,14,42.72449655172414,-73.80160689655172,0.09655172413793103,882130,0.15870676657635496
14860,"Bridgeport-Stamford-Norwalk, CT",127,12,41.162488188976376,-73.40778740157481,0.09448818897637795,943457,0.1271918063038379
16620,"Charleston, WV",57,16,38.33705263157895,-81.63950877192983,0.2807017543859649,214398,0.7462756182427074
23180,"Frankfort, KY",61,26,38.18680327868852,-84.8758524590164,0.4262295081967213,73022,3.560570786886144
31540,"Madison, WI",109,13,43.07270642201835,-89.40021100917431,0.11926605504587157,654577,0.1986015396202433
36420,"Oklahoma City, OK",93,16,35.42937634408602,-97.50632258064516,0.17204301075268819,1383249,0.1156697022734157
38060,"Phoenix-Mesa-Scottsdale, AZ",196,37,33.43311734693878,-112.02755102040817,0.18877551020408162,4761694,0.07770343915421696
39580,"Raleigh, NC",95,11,35.7816,-78.65281052631579,0.11578947368421053,1334342,0.08243763592842016
44140,"Springfield, MA",128,13,42.2362265625,-72.5877265625,0.1015625,629506,0.20651113730448953
46060,"Tucson, AZ",69,9,32.21471014492754,-110.98072463768116,0.13043478260869565,1027502,0.08759107038234476
46140,"Tulsa, OK",55,10,36.12283636363637,-95.96454545454546,0.18181818181818182,991610,0.10084609876866912
